"",BBEX3.D.CAD.XDR.DA.AC.000,BBEX3.D.CAD.XDR.DA.AC.000_FLAGS,BBEX3.D.CHF.XDR.DA.AC.000,BBEX3.D.CHF.XDR.DA.AC.000_FLAGS,BBEX3.D.CNY.XDR.DA.AC.000,BBEX3.D.CNY.XDR.DA.AC.000_FLAGS,BBEX3.D.DKK.XDR.DA.AC.000,BBEX3.D.DKK.XDR.DA.AC.000_FLAGS,BBEX3.D.EUR.XDR.DA.AC.000,BBEX3.D.EUR.XDR.DA.AC.000_FLAGS,BBEX3.D.GBP.XDR.DA.AC.000,BBEX3.D.GBP.XDR.DA.AC.000_FLAGS,BBEX3.D.JPY.XDR.DA.AC.000,BBEX3.D.JPY.XDR.DA.AC.000_FLAGS,BBEX3.D.NOK.XDR.DA.AC.000,BBEX3.D.NOK.XDR.DA.AC.000_FLAGS,BBEX3.D.SEK.XDR.DA.AC.000,BBEX3.D.SEK.XDR.DA.AC.000_FLAGS,BBEX3.D.USD.XDR.DA.AC.000,BBEX3.D.USD.XDR.DA.AC.000_FLAGS
2020-06-26,1.88502,,1.30591,,.,No value available,9.16061,,1.22924,,1.110400,,147.634,,13.38030,,.,No value available,1.378340,
2020-06-27,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-06-28,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-06-29,.,No value available,1.30292,,9.76601,,9.11336,,1.22277,,1.120080,,147.939,,13.32970,,12.84620,,1.379770,
2020-06-30,1.87480,,1.30760,,9.72356,,9.15566,,1.22852,,1.121140,,148.190,,13.40560,,12.86140,,1.375700,
2020-07-01,.,No value available,1.30457,,9.72630,,9.16347,,1.22953,,1.110050,,148.297,,13.24650,,12.82940,,1.377070,
2020-07-02,1.87596,,1.30293,,9.75277,,9.11552,,1.22347,,1.104070,,148.409,,13.07560,,12.79910,,1.380810,
2020-07-03,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-07-04,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-07-05,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-07-06,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-07-07,1.87624,,1.30410,,9.69838,,9.11768,,1.22349,,1.105500,,148.243,,13.02130,,12.83420,,1.381320,
2020-07-08,1.87122,,1.30127,,9.69970,,9.12317,,1.22470,,1.102850,,148.821,,13.09030,,12.75620,,1.382200,
2020-07-09,1.87808,,1.30121,,9.68532,,9.10125,,1.22159,,1.096270,,148.639,,12.96990,,12.71220,,1.385520,
2020-07-10,.,No value available,1.30347,,9.70243,,.,No value available,1.22779,,1.097600,,148.068,,.,No value available,12.79440,,1.384460,
2020-07-11,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-07-12,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-07-13,1.87973,,1.30495,,9.69942,,9.10490,,1.22298,,1.099140,,148.015,,13.04310,,12.72180,,1.385520,
2020-07-14,1.88667,,1.30200,,9.72280,,9.06865,,1.21813,,1.106600,,148.594,,13.04750,,12.73310,,1.385620,
2020-07-15,1.88174,,1.30772,,9.72450,,9.04707,,1.21495,,1.101160,,149.160,,12.91180,,12.62500,,1.390380,
2020-07-16,1.87892,,1.31232,,9.70883,,9.04969,,1.21550,,1.107070,,148.380,,12.90230,,12.61680,,1.387370,
2020-07-17,1.88526,,1.30707,,9.72157,,9.04855,,1.21533,,1.106280,,148.971,,12.88180,,12.60500,,1.388880,
2020-07-18,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-07-19,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-07-20,1.88304,,1.30511,,9.71827,,9.04584,,1.21455,,1.103150,,149.469,,12.88150,,12.54610,,1.390410,
2020-07-21,1.86970,,1.30362,,9.72441,,9.04691,,1.21518,,1.094820,,149.092,,12.75130,,12.45620,,1.390530,
2020-07-22,1.87313,,1.30149,,9.77488,,8.97424,,1.20554,,1.099510,,149.152,,12.69950,,12.40310,,1.395770,
2020-07-23,1.86964,,1.29438,,9.76715,,8.98174,,1.20675,,1.098160,,.,No value available,12.80030,,12.37020,,1.396090,
2020-07-24,1.87441,,1.29181,,9.80546,,8.95600,,1.20316,,1.096860,,.,No value available,12.86810,,12.39340,,1.396630,
2020-07-25,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-07-26,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-07-27,1.87943,,1.29254,,9.83642,,8.89221,,1.19461,,1.091330,,148.663,,12.74450,,12.37110,,1.404860,
2020-07-28,1.87962,,1.29105,,9.84940,,8.92825,,1.19957,,1.091130,,148.045,,12.82820,,12.32890,,1.405530,
2020-07-29,1.87947,,1.29052,,9.84329,,8.92985,,1.19982,,1.085070,,147.628,,12.78690,,12.29870,,1.406790,
2020-07-30,1.88996,,1.28668,,9.85134,,8.91782,,1.19821,,1.081190,,147.854,,12.84630,,12.34370,,1.407060,
2020-07-31,1.89408,,1.28356,,9.87099,,8.87847,,1.19266,,1.075560,,147.736,,12.80000,,12.22810,,1.413070,
2020-08-01,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-08-02,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-08-03,.,No value available,1.29062,,9.80565,,8.92674,,1.19876,,1.080120,,149.282,,12.84940,,12.34730,,1.405670,
2020-08-04,1.88195,,1.28860,,9.83284,,8.90742,,1.19624,,1.079860,,149.351,,12.86780,,12.27140,,1.407380,
2020-08-05,1.87258,,1.28526,,9.81528,,8.87508,,1.19115,,1.075920,,149.106,,12.69590,,12.29240,,1.411990,
2020-08-06,1.87794,,1.28363,,9.81441,,8.88762,,1.19297,,1.072650,,149.097,,12.70980,,12.26400,,1.412840,
2020-08-07,1.88740,,1.28945,,9.82077,,8.89308,,1.19398,,1.078900,,148.966,,12.70790,,12.28230,,1.410930,
2020-08-08,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-08-09,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-08-10,1.87862,,1.29185,,9.80046,,8.90718,,1.19594,,1.080070,,.,No value available,12.71170,,12.30910,,1.406780,
2020-08-11,1.87355,,1.28545,,9.80094,,8.90892,,1.19633,,1.076970,,149.647,,12.64020,,12.32830,,1.409640,
2020-08-12,1.86607,,1.28558,,9.78139,,8.90750,,1.19610,,1.079410,,150.085,,12.61440,,12.32840,,1.407930,
2020-08-13,1.86505,,1.28438,,9.79854,,8.88115,,1.19251,,1.077130,,150.507,,12.53900,,12.24660,,1.411100,
2020-08-14,1.86782,,1.28330,,9.79432,,8.88676,,1.19333,,1.075720,,150.779,,12.57800,,12.27860,,1.409680,
2020-08-15,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-08-16,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-08-17,1.86455,,1.28155,,9.79921,,8.86997,,1.19108,,1.078810,,150.398,,12.52060,,12.26010,,1.411790,
2020-08-18,1.86436,,1.28162,,9.80584,,8.85395,,1.18899,,1.075690,,149.701,,12.48560,,12.27120,,1.415610,
2020-08-19,1.86797,,1.28060,,9.81085,,8.84885,,1.18851,,1.072880,,149.199,,12.53340,,12.26810,,1.418240,
2020-08-20,1.86392,,1.28716,,9.77250,,8.87508,,1.19207,,1.075980,,149.862,,12.64400,,12.29210,,1.412600,
2020-08-21,.,No value available,1.28653,,9.75572,,8.92865,,1.19942,,1.073300,,149.164,,12.70340,,12.32580,,1.411600,
2020-08-22,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-08-23,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-08-24,1.86570,,1.28489,,9.76782,,8.87571,,1.19242,,1.076970,,149.445,,12.66210,,12.39430,,1.412660,
2020-08-25,1.86258,,1.28386,,9.75562,,8.89308,,1.19493,,1.075240,,149.639,,12.62900,,12.38020,,1.411690,
2020-08-26,1.85771,,1.28345,,9.73947,,8.91687,,1.19787,,1.073650,,150.326,,12.65000,,12.38600,,1.412170,
2020-08-27,1.85424,,1.28472,,9.71072,,8.90369,,1.19627,,1.070870,,149.593,,12.58220,,12.32070,,1.412320,
2020-08-28,1.85767,,1.28130,,9.74051,,8.86140,,1.19042,,1.066180,,151.271,,12.46370,,12.28200,,1.418390,
2020-08-29,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-08-30,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-08-31,1.85055,,1.28376,,9.72819,,8.84603,,1.18837,,.,No value available,149.511,,12.42440,,12.26210,,1.418910,
2020-09-01,1.85843,,1.28709,,9.70638,,8.83962,,1.18757,,1.056940,,150.710,,12.39560,,12.26960,,1.423540,
2020-09-02,1.85191,,1.29033,,9.67399,,8.89134,,1.19488,,1.060490,,150.242,,12.43390,,12.34000,,1.417250,
2020-09-03,1.85531,,1.28888,,9.65941,,8.90432,,1.19681,,1.066850,,150.187,,12.60420,,12.34760,,1.413790,
2020-09-04,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-09-05,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-09-06,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-09-07,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-09-08,1.86220,,1.29504,,9.64367,,8.91321,,1.19790,,1.080750,,150.066,,12.78320,,12.38690,,1.411720,
2020-09-09,1.85604,,1.29463,,9.64748,,8.90440,,1.19678,,1.089780,,149.281,,12.82350,,12.43220,,1.408970,
2020-09-10,1.86008,,1.28448,,9.66856,,8.87406,,1.19269,,1.085340,,150.084,,12.74630,,12.36650,,1.413220,
2020-09-11,.,No value available,1.28452,,9.65475,,8.86407,,1.19138,,1.100830,,149.911,,12.75110,,12.36390,,1.412260,
2020-09-12,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-09-13,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-09-14,1.86281,,1.28191,,9.65652,,8.85747,,1.19055,,1.097830,,150.085,,12.73090,,12.38560,,1.413900,
2020-09-15,1.86657,,1.28277,,9.60781,,8.86250,,1.19126,,1.097110,,149.711,,12.74200,,12.40920,,1.416640,
2020-09-16,1.86570,,1.28366,,9.58212,,8.88092,,1.19373,,1.092730,,149.165,,12.72620,,12.43870,,1.416840,
2020-09-17,1.86649,,1.28823,,9.56956,,8.91719,,1.19862,,1.091100,,148.542,,12.85380,,12.48230,,1.414010,
2020-09-18,1.86798,,1.28864,,9.57588,,8.90750,,1.19719,,1.091270,,148.492,,12.87440,,12.43550,,1.416640,
2020-09-19,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-09-20,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-09-21,1.87868,,1.29125,,9.56727,,8.92164,,1.19902,,1.098890,,.,No value available,13.05010,,12.39150,,1.413290,
2020-09-22,1.87919,,1.29108,,9.59481,,8.94951,,1.20261,,1.098130,,.,No value available,13.17200,,12.54300,,1.411870,
2020-09-23,1.88048,,1.29577,,9.56050,,8.96146,,1.20403,,1.106330,,147.997,,13.23680,,12.57490,,1.407750,
2020-09-24,1.87787,,1.29909,,9.57790,,8.97400,,1.20577,,1.100930,,148.037,,13.38690,,12.69380,,1.404120,
2020-09-25,1.88007,,1.30199,,9.56453,,8.98295,,1.20634,,1.105000,,148.107,,13.44410,,12.76040,,1.403460,
2020-09-26,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-09-27,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-09-28,1.88174,,1.30258,,9.59849,,8.97465,,1.20531,,1.090210,,148.241,,13.32830,,12.81810,,1.406590,
2020-09-29,1.88448,,1.29814,,9.59803,,8.95464,,1.20259,,1.093920,,148.425,,13.29380,,12.72180,,1.407280,
2020-09-30,1.87756,,1.29778,,9.58359,,8.95207,,1.20223,,1.096880,,148.907,,13.34580,,12.65170,,1.407570,
2020-10-01,1.87487,,1.29507,,.,No value available,8.93232,,1.20024,,1.098840,,148.867,,13.09140,,12.60950,,1.410520,
2020-10-02,1.87682,,1.29868,,.,No value available,8.94542,,1.20212,,1.092150,,148.848,,13.10780,,12.58190,,1.410080,
2020-10-03,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-10-04,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-10-05,1.87347,,1.29395,,.,No value available,8.92642,,1.19979,,1.090490,,149.070,,13.06040,,12.58340,,1.411910,
2020-10-06,1.87526,,1.29292,,.,No value available,8.91345,,1.19792,,1.092380,,149.278,,13.00970,,12.57100,,1.412940,
2020-10-07,1.87335,,1.29476,,.,No value available,8.92276,,1.19897,,1.096880,,149.092,,13.10620,,12.61830,,1.411190,
2020-10-08,1.86601,,1.29591,,.,No value available,8.92889,,1.19975,,1.094150,,149.620,,13.08190,,12.51630,,1.411510,
2020-10-09,1.85821,,1.29075,,9.49947,,8.92554,,1.19932,,1.093580,,149.890,,13.02730,,12.51990,,1.414600,
2020-10-10,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-10-11,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-10-12,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-10-13,1.85789,,1.28856,,9.54973,,8.93336,,1.20020,,1.083420,,149.064,,12.95290,,12.47560,,1.414670,
2020-10-14,1.85483,,1.29142,,9.51384,,8.94334,,1.20144,,1.090070,,148.835,,13.00170,,12.47090,,1.411700,
2020-10-15,1.86743,,1.28977,,9.49541,,8.98077,,1.20663,,1.089510,,148.548,,13.23410,,12.75940,,1.411520,
2020-10-16,1.86188,,1.29056,,9.45796,,8.94598,,1.20209,,1.095020,,148.546,,13.17130,,12.50520,,1.411370,
2020-10-17,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-10-18,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-10-19,1.86237,,1.28888,,9.48020,,8.93200,,1.20037,,1.088560,,149.089,,13.14040,,12.49690,,1.414640,
2020-10-20,1.86017,,1.28497,,9.46333,,8.92268,,1.19887,,1.092910,,149.473,,13.15140,,12.51440,,1.415870,
2020-10-21,1.86359,,1.28336,,9.44760,,8.91902,,1.19828,,1.086690,,149.448,,13.09890,,12.39070,,1.420200,
2020-10-22,1.86441,,1.28751,,9.45680,,8.92993,,1.20012,,1.082830,,148.492,,13.12040,,12.39380,,1.418670,
2020-10-23,1.86536,,1.28403,,9.47149,,8.90932,,1.19737,,1.085740,,148.661,,13.07270,,12.44270,,1.419610,
2020-10-24,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-10-25,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-10-26,1.87088,,1.28514,,9.49091,,8.92284,,1.19911,,1.085580,,148.639,,13.12610,,12.43840,,1.417230,
2020-10-27,1.86620,,1.28723,,9.51348,,8.91488,,1.19815,,1.086240,,148.556,,12.98770,,12.40970,,1.417650,
2020-10-28,1.87982,,1.28819,,9.48605,,8.96990,,1.20507,,1.091010,,147.282,,13.21880,,12.39890,,1.413190,
2020-10-29,1.88486,,1.28851,,9.46853,,8.98319,,1.20642,,1.091010,,147.398,,13.45090,,12.51150,,1.411990,
2020-10-30,1.88002,,1.29370,,9.45555,,8.98610,,1.20674,,1.087220,,147.629,,13.38760,,12.58220,,1.411640,
2020-10-31,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-11-01,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-11-02,1.86887,,1.29314,,9.44180,,9.00795,,1.20986,,1.092220,,147.654,,13.44480,,12.58880,,1.409720,
2020-11-03,1.85718,,1.29233,,9.45546,,8.99022,,1.20735,,1.087770,,.,No value available,13.29330,,12.54560,,1.412840,
2020-11-04,1.85693,,1.28931,,9.49217,,8.97964,,1.20587,,1.085400,,148.266,,13.21430,,12.53890,,1.413400,
2020-11-05,1.85277,,1.28797,,9.42694,,8.91742,,1.19750,,1.085970,,148.040,,12.99300,,12.42910,,1.419640,
2020-11-06,1.85717,,1.28217,,9.43281,,8.93855,,1.19993,,1.084740,,147.687,,13.10350,,12.39370,,1.424310,
2020-11-07,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-11-08,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-11-09,1.84809,,1.28348,,9.36014,,8.93041,,1.19911,,1.082010,,147.235,,12.84260,,12.28990,,1.424900,
2020-11-10,1.84844,,1.30031,,9.39091,,8.95263,,1.20259,,1.070580,,149.244,,12.82180,,12.24080,,1.420020,
2020-11-11,.,No value available,1.30225,,9.37040,,8.97094,,1.20526,,1.068780,,149.100,,12.86890,,12.24470,,1.418110,
2020-11-12,1.86227,,1.29797,,9.41026,,8.96138,,1.20353,,1.078460,,149.402,,12.95700,,12.25340,,1.419090,
2020-11-13,1.86663,,1.29942,,9.39417,,8.94879,,1.20170,,1.078230,,148.967,,12.99320,,12.27530,,1.419820,
2020-11-14,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-11-15,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-11-16,1.86008,,1.29915,,9.35034,,8.94983,,1.20164,,1.076560,,148.807,,12.89480,,12.28780,,1.421540,
2020-11-17,1.86636,,1.29729,,9.35716,,8.93455,,1.19959,,1.074080,,148.921,,12.91760,,12.27700,,1.425360,
2020-11-18,1.86228,,1.29809,,9.32784,,8.95103,,1.20123,,1.073630,,148.364,,12.86690,,12.24260,,1.425620,
2020-11-19,.,No value available,1.29819,,9.36102,,8.96146,,1.20292,,1.073700,,147.795,,12.85920,,12.29440,,1.423290,
2020-11-20,.,No value available,1.29922,,9.37040,,8.95103,,1.20166,,1.073600,,148.069,,12.81120,,12.26440,,1.425520,
2020-11-21,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-11-22,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-11-23,1.86766,,1.29610,,9.38183,,8.93368,,1.19961,,1.067770,,.,No value available,12.82420,,12.27510,,1.427660,
2020-11-24,1.85659,,1.30052,,9.37128,,8.93551,,1.20062,,1.068060,,148.949,,12.81880,,12.23660,,1.424530,
2020-11-25,1.85328,,1.30078,,9.37576,,8.92077,,1.19872,,1.069340,,148.941,,12.64500,,12.15000,,1.425270,
2020-11-26,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-11-27,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-11-28,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-11-29,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-11-30,1.85411,,1.29166,,9.41673,,8.88289,,1.19373,,1.070790,,148.544,,12.60700,,12.12900,,1.430090,
2020-12-01,1.85084,,1.29439,,9.37726,,8.88841,,1.19402,,1.072340,,148.988,,12.66000,,12.17980,,1.429000,
2020-12-02,1.85218,,1.28775,,9.40230,,8.83447,,1.18683,,1.073120,,149.418,,12.69930,,12.19960,,1.432030,
2020-12-03,1.85052,,1.28207,,9.42223,,8.80173,,1.18240,,1.068920,,150.067,,12.65990,,12.17190,,1.436740,
2020-12-04,1.84243,,1.28090,,9.40256,,8.81034,,1.18372,,1.068870,,149.398,,12.61820,,12.14980,,1.439290,
2020-12-05,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-12-06,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-12-07,1.83664,,1.27923,,9.37471,,8.80553,,1.18302,,1.082390,,149.330,,12.57880,,12.19650,,1.434760,
2020-12-08,1.83874,,1.27763,,9.38324,,8.82130,,1.18509,,1.078320,,149.376,,12.59550,,12.08240,,1.435620,
2020-12-09,1.83982,,1.27701,,9.38553,,8.83283,,1.18674,,1.067750,,149.666,,12.55130,,12.14100,,1.437030,
2020-12-10,1.82539,,1.27458,,9.39241,,8.80584,,1.18323,,1.081550,,149.469,,12.66050,,12.14560,,1.433480,
2020-12-11,1.83167,,1.27517,,9.37928,,8.80398,,1.18287,,1.088120,,149.199,,12.65280,,12.13470,,1.434460,
2020-12-12,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-12-13,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-12-14,1.83525,,1.27426,,9.40858,,8.80305,,1.18288,,1.091270,,149.631,,12.51870,,12.10680,,1.438620,
2020-12-15,1.82940,,1.27384,,9.41877,,8.81585,,1.18450,,1.074800,,149.694,,12.57230,,12.10250,,1.437980,
2020-12-16,1.83887,,1.27349,,9.43254,,8.80297,,1.18296,,1.065480,,149.526,,12.51430,,12.03260,,1.441910,
2020-12-17,1.83712,,1.27629,,9.43779,,8.77578,,1.17957,,1.061470,,149.073,,12.38740,,11.99820,,1.444500,
2020-12-18,1.84467,,1.27503,,9.44644,,8.76263,,1.17789,,1.067000,,149.090,,12.38700,,11.92940,,1.443970,
2020-12-19,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-12-20,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-12-21,1.84647,,1.27682,,9.41168,,8.78326,,1.18053,,1.082690,,148.563,,12.57470,,11.98820,,1.437060,
2020-12-22,1.86134,,1.27639,,9.44367,,8.76601,,1.17821,,1.075640,,149.147,,12.48170,,11.93190,,1.442010,
2020-12-23,1.85161,,1.28162,,9.41203,,8.80553,,1.18385,,1.073230,,149.255,,12.57700,,11.96140,,1.440270,
2020-12-24,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-12-25,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-12-26,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-12-27,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-12-28,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-12-29,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-12-30,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2020-12-31,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-01-01,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-01-02,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-01-03,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-01-04,1.84734,,1.27471,,9.37102,,8.76370,,1.17826,,1.059830,,149.341,,12.30570,,11.86280,,1.448780,
2021-01-05,1.83992,,1.27362,,9.35760,,8.77755,,1.17998,,1.065340,,149.342,,12.35600,,11.89410,,1.447960,
2021-01-06,1.84019,,1.27131,,9.36382,,8.74707,,1.17578,,1.062890,,149.130,,12.20570,,.,No value available,1.450680,
2021-01-07,1.83650,,1.27718,,9.33297,,8.75833,,1.17731,,1.065400,,148.848,,.,No value available,11.83320,,1.445260,
2021-01-08,1.83609,,1.27782,,9.34649,,8.77347,,1.17973,,1.063330,,150.052,,12.13510,,11.88250,,1.445170,
2021-01-09,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-01-10,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-01-11,1.84177,,1.28195,,9.33045,,8.80646,,1.18411,,1.067910,,.,No value available,12.27690,,11.90140,,1.440240,
2021-01-12,1.83658,,1.28212,,9.31047,,8.81360,,1.18486,,1.060390,,150.157,,12.29470,,11.93430,,1.440910,
2021-01-13,1.83302,,1.28189,,9.31793,,8.81850,,1.18542,,1.054880,,149.511,,12.25610,,11.91230,,1.442190,
